Symbol,Name,Sector,industry,exchangemarket
HTGY,"Hercules Capital, Inc.",null,null,NYSE
HTGZ,"Hercules Capital, Inc.",null,null,NYSE
HRTG,"Heritage Insurance Holdings, Inc.",Finance,Property-Casualty Insurers,NYSE
HT,Hersha Hospitality Trust,Consumer Services,Real Estate Investment Trusts,NYSE
HT^C,Hersha Hospitality Trust,null,null,NYSE
HT^D,Hersha Hospitality Trust,null,null,NYSE
HSY,Hershey Company (The),Consumer Non-Durables,Specialty Foods,NYSE
HTZ,"Hertz Global Holdings, Inc",Consumer Services,Rental/Leasing Companies,NYSE
HES,Hess Corporation,Energy,Integrated oil Companies,NYSE
HES^A,Hess Corporation,null,null,NYSE
HPE,Hewlett Packard Enterprise Company,Technology,Computer Manufacturing,NYSE
HXL,Hexcel Corporation,Basic Industries,Major Chemicals,NYSE
HF,"HFF, Inc.",Consumer Services,Real Estate,NYSE
HGG,"HHGregg, Inc.",Consumer Services,Consumer Electronics/Video Chains,NYSE
HCLP,Hi-Crush Partners LP,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NYSE
HIW,"Highwoods Properties, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
HIL,"Hill International, Inc.",Consumer Services,Military/Government/Technical,NYSE
HI,Hillenbrand Inc,Consumer Durables,Miscellaneous manufacturing industries,NYSE
HRC,Hill-Rom Holdings Inc,Health Care,Medical/Dental Instruments,NYSE
HTH,Hilltop Holdings Inc.,Finance,Major Banks,NYSE
HLT,Hilton Worldwide Holdings Inc.,Consumer Services,Hotels/Resorts,NYSE
HNI,HNI Corporation,Consumer Durables,Office Equipment/Supplies/Services,NYSE
HMLP,Hoegh LNG Partners LP,Consumer Services,Marine Transportation,NYSE
HEP,"Holly Energy Partners, L.P.",Energy,Natural Gas Distribution,NYSE
HFC,HollyFrontier Corporation,Energy,Integrated oil Companies,NYSE
HD,"Home Depot, Inc. (The)",Consumer Services,RETAIL: Building Materials,NYSE
HMC,"Honda Motor Company, Ltd.",Capital Goods,Auto Manufacturing,NYSE
HON,Honeywell International Inc.,Capital Goods,Auto Parts:O.E.M.,NYSE
HMN,Horace Mann Educators Corporation,Finance,Property-Casualty Insurers,NYSE
HZN,Horizon Global Corporation,Capital Goods,Auto Parts:O.E.M.,NYSE
HTF,Horizon Technology Finance Corporation,null,null,NYSE
HRL,Hormel Foods Corporation,Consumer Non-Durables,Meat/Poultry/Fish,NYSE
HOS,Hornbeck Offshore Services,Consumer Services,Marine Transportation,NYSE
HST,"Host Hotels & Resorts, Inc.",Consumer Services,Real Estate Investment Trusts,NYSE
HLI,"Houlihan Lokey, Inc.",Finance,Investment Managers,NYSE
HOV,Hovnanian Enterprises Inc,Capital Goods,Homebuilding,NYSE
HHC,Howard Hughes Corporation (The),Consumer Services,Real Estate Investment Trusts,NYSE
HPQ,HP Inc.,Technology,Computer Manufacturing,NYSE
HRG,"HRG Group, Inc.",Miscellaneous,Industrial Machinery/Components,NYSE
HSBC,HSBC Holdings plc,Finance,Savings Institutions,NYSE
HSBC^A,HSBC Holdings plc,null,null,NYSE
HSEA,HSBC Holdings plc,Finance,Savings Institutions,NYSE
HSEB,HSBC Holdings plc,Finance,Savings Institutions,NYSE
HNP,"Huaneng Power International, Inc.",Public Utilities,Electric Utilities: Central,NYSE
HUBB,Hubbell Inc,Capital Goods,Electrical Products,NYSE
