symbol,companyName,sector,industry,exchangeMarket
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software,NASDAQ
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services,NASDAQ
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service,NASDAQ
SLCT,"Select Bancorp, Inc.",Finance,Major Banks,NASDAQ
SCSS,Select Comfort Corporation,Consumer Durables,Home Furnishings,NASDAQ
SIR,Select Income REIT,Consumer Services,Real Estate Investment Trusts,NASDAQ
SELB,"Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ
LEDS,SemiLEDS Corporation,Technology,Semiconductors,NASDAQ
SMTC,Semtech Corporation,Technology,Semiconductors,NASDAQ
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,NASDAQ
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods,NASDAQ
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNHNI,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNHNL,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts,NASDAQ
SNMX,"Senomyx, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
SRTS,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SRTSW,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SQNM,"Sequenom, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel,NASDAQ
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services,NASDAQ
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks,NASDAQ
SEV,"Sevcon, Inc.",Energy,Industrial Machinery/Components,NASDAQ
SVBI,Severn Bancorp Inc,Finance,Major Banks,NASDAQ
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SMED,Sharps Compliance Corp,Basic Industries,Environmental Services,NASDAQ
SHSP,"SharpSpring, Inc.",Technology,EDP Services,NASDAQ
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment,NASDAQ
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties,NASDAQ
SHPG,Shire plc,Health Care,Major Pharmaceuticals,NASDAQ
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
SHBI,Shore Bancshares Inc,Finance,Major Banks,NASDAQ
SHOR,"ShoreTel, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services,NASDAQ
SIFI,"SI Financial Group, Inc.",Finance,Savings Institutions,NASDAQ
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service,NASDAQ
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties,NASDAQ
BSRR,Sierra Bancorp,Finance,Major Banks,NASDAQ
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SIGM,"Sigma Designs, Inc.",Technology,Semiconductors,NASDAQ
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products,NASDAQ
SGNL,"Signal Genetics, Inc.",Health Care,Medical Specialities,NASDAQ
SBNY,Signature Bank,Finance,Major Banks,NASDAQ
SBNYW,Signature Bank,Finance,Major Banks,NASDAQ
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging,NASDAQ
SILC,Silicom Ltd,Technology,Computer Communications Equipment,NASDAQ
SGI,Silicon Graphics International Corp,Technology,Computer Manufacturing,NASDAQ
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors,NASDAQ
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,NASDAQ
SPIL,"Siliconware Precision Industries Company, Ltd.",Technology,Semiconductors,NASDAQ
SRAQ,Silver Run Acquisition Corporation,Finance,Business Services,NASDAQ
SRAQU,Silver Run Acquisition Corporation,Finance,Business Services,NASDAQ
SRAQW,Silver Run Acquisition Corporation,Finance,Business Services,NASDAQ
SSRI,Silver Standard Resources Inc.,Basic Industries,Precious Metals,NASDAQ
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers,NASDAQ
SFNC,Simmons First National Corporation,Finance,Major Banks,NASDAQ
SLP,"Simulations Plus, Inc.",Technology,EDP Services,NASDAQ
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting,NASDAQ
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing,NASDAQ
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals,NASDAQ
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting,NASDAQ
SITO,"SITO Mobile, Ltd.",Miscellaneous,Business Services,NASDAQ
SZMK,Sizmek Inc.,Consumer Services,Advertising,NASDAQ
SKUL,"Skullcandy, Inc.",Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central,NASDAQ
SKLN,Skyline Medical Inc.,Health Care,Industrial Specialties,NASDAQ
MOBI,Sky-mobi Limited,Technology,Computer Software: Prepackaged Software,NASDAQ
SPU,"SkyPeople Fruit Juice, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,NASDAQ
ISM,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ
JSM,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ
OSM,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ
SLM,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ
SLMAP,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ
SLMBP,SLM Corporation,Finance,Finance: Consumer Services,NASDAQ
SMT,SMART Technologies Inc.,Technology,Computer peripheral equipment,NASDAQ
SMBK,"SmartFinancial, Inc.",Finance,Major Banks,NASDAQ
SWHC,Smith & Wesson Holding Corporation,Capital Goods,Ordnance And Accessories,NASDAQ
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
SMTX,SMTC Corporation,Technology,Electrical Products,NASDAQ
LNCE,"Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,Specialty Foods,NASDAQ
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing,NASDAQ
SODA,SodaStream International Ltd.,Consumer Durables,Consumer Electronics/Appliances,NASDAQ
SOHU,Sohu.com Inc.,Technology,EDP Services,NASDAQ
SLRC,Solar Capital Ltd.,null,null,NASDAQ
SUNS,Solar Senior Capital Ltd.,null,null,NASDAQ
SCTY,SolarCity Corporation,Basic Industries,Engineering & Construction,NASDAQ
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors,NASDAQ
SONC,Sonic Corp.,Consumer Services,Restaurants,NASDAQ
SOFO,"Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SONS,"Sonus Networks, Inc.",Technology,EDP Services,NASDAQ
SPHS,"Sophiris Bio, Inc.",null,null,NASDAQ
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.,NASDAQ
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHOL,Sotherly Hotels LP,Consumer Services,Hotels/Resorts,NASDAQ
SOHOM,Sotherly Hotels LP,Consumer Services,Hotels/Resorts,NASDAQ
SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
SSB,South State Corporation,Finance,Major Banks,NASDAQ
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks,NASDAQ
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks,NASDAQ
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks,NASDAQ
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks,NASDAQ
OKSB,"Southwest Bancorp, Inc.",Finance,Major Banks,NASDAQ
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies,NASDAQ
SPAN,"Span-America Medical Systems, Inc.",Health Care,Industrial Specialties,NASDAQ
SBSA,"Spanish Broadcasting System, Inc.",Consumer Services,Broadcasting,NASDAQ
SGRP,"SPAR Group, Inc.",Miscellaneous,Business Services,NASDAQ
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation,NASDAQ
ONCE,"Spark Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SPAR,"Spartan Motors, Inc.",Capital Goods,Auto Manufacturing,NASDAQ
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors,NASDAQ
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,null,null,NASDAQ
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ANY,Sphere 3D Corp.,Technology,EDP Services,NASDAQ
SPEX,Spherix Incorporated,Miscellaneous,Multi-Sector Companies,NASDAQ
SPI,"SPI Energy Co., Ltd.",Technology,Semiconductors,NASDAQ
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services,NASDAQ
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
SBPH,"Spring Bank Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
FUND,"Sprott Focus Trust, Inc.",Consumer Services,Miscellaneous,NASDAQ
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains,NASDAQ
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods,NASDAQ
STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services,NASDAQ
STMP,Stamps.com Inc.,Miscellaneous,Business Services,NASDAQ
STLY,"Stanley Furniture Company, Inc.",Consumer Durables,Home Furnishings,NASDAQ
SPLS,"Staples, Inc.",Consumer Services,Other Specialty Stores,NASDAQ
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation,NASDAQ
SBLKL,Star Bulk Carriers Corp.,Transportation,Marine Transportation,NASDAQ
SBUX,Starbucks Corporation,Consumer Services,Restaurants,NASDAQ
STRZA,Starz,Consumer Services,Television Services,NASDAQ
STRZB,Starz,Consumer Services,Television Services,NASDAQ
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers,NASDAQ
STBZ,State Bank Financial Corporation.,Finance,Major Banks,NASDAQ
SNC,"State National Companies, Inc.",Finance,Property-Casualty Insurers,NASDAQ
STDY,SteadyMed Ltd.,Health Care,Major Pharmaceuticals,NASDAQ
GASS,"StealthGas, Inc.",Transportation,Marine Transportation,NASDAQ
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore,NASDAQ
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
STLRU,Stellar Acquisition III Inc.,null,null,NASDAQ
SBOT,"Stellar Biotechnologies, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
STEM,"StemCells, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services,NASDAQ
SRCLP,"Stericycle, Inc.",Basic Industries,Environmental Services,NASDAQ
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical,NASDAQ
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing,NASDAQ
SSFN,Stewardship Financial Corp,Finance,Major Banks,NASDAQ
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks,NASDAQ
BANX,StoneCastle Financial Corp,null,null,NASDAQ
SGBK,Stonegate Bank,null,null,NASDAQ
SSKN,"Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment,NASDAQ
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.,NASDAQ
STRS,"Stratus Properties, Inc.",Consumer Services,Homebuilding,NASDAQ
STRA,"Strayer Education, Inc.",Consumer Services,Other Consumer Services,NASDAQ
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services,NASDAQ
SBBP,Strongbridge Biopharma plc,Health Care,Major Pharmaceuticals,NASDAQ
STB,Student Transportation Inc,Transportation,Other Transportation,NASDAQ
SCMP,"Sucampo Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks,NASDAQ
SSBI,Summit State Bank,null,null,NASDAQ
SMMT,Summit Therapeutics plc,Health Care,Major Pharmaceuticals,NASDAQ
SNBC,"Sun Bancorp, Inc.",Finance,Commercial Banks,NASDAQ
SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications,NASDAQ
SEMI,SunEdison Semiconductor Limited,Technology,Semiconductors,NASDAQ
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling,NASDAQ
SPWR,SunPower Corporation,Technology,Semiconductors,NASDAQ
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties,NASDAQ
SBCP,"Sunshine Bancorp, Inc.",Finance,Savings Institutions,NASDAQ
SSH,Sunshine Heart Inc,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing,NASDAQ
SPCB,"SuperCom, Ltd.",Technology,Semiconductors,NASDAQ
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SGC,"Superior Uniform Group, Inc.",Consumer Non-Durables,Apparel,NASDAQ
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SPRT,"support.com, Inc.",Technology,EDP Services,NASDAQ
SGRY,"Surgery Partners, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
SCAI,"Surgical Care Affiliates, Inc.",Health Care,Medical Specialities,NASDAQ
SRDX,"SurModics, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
SBBX,Sussex Bancorp,Finance,Major Banks,NASDAQ
SIVB,SVB Financial Group,Finance,Major Banks,NASDAQ
SIVBO,SVB Financial Group,Finance,Major Banks,NASDAQ
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services,NASDAQ
SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software,NASDAQ
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing",NASDAQ
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore,NASDAQ
SYNA,Synaptics Incorporated,Technology,EDP Services,NASDAQ
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services,NASDAQ
SNDX,"Syndax Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SGYP,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SGYPU,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SGYPW,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ELOS,Syneron Medical Ltd.,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
SYNT,"Syntel, Inc.",Technology,EDP Services,NASDAQ
SYMX,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals,NASDAQ
SYUT,"Synutra International, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
SYRS,"Syros Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
SYRX,Sysorex Global,Technology,EDP Services,NASDAQ
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service,NASDAQ
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
TCMD,"Tactile Systems Technology, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
TAIT,Taitron Components Incorporated,Consumer Non-Durables,Electronic Components,NASDAQ
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
TLND,Talend S.A.,Technology,Computer Software: Prepackaged Software,NASDAQ
TLMR,"Talmer Bancorp, Inc.",Finance,Major Banks,NASDAQ
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments,NASDAQ
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel,NASDAQ
TNGO,"Tangoe, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
TANH,Tantech Holdings Ltd.,Basic Industries,Major Chemicals,NASDAQ
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services,NASDAQ
TASR,"TASER International, Inc.",Capital Goods,Ordnance And Accessories,NASDAQ
TATT,TAT Technologies Ltd.,Capital Goods,Aerospace,NASDAQ
TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
TCPC,TCP Capital Corp.,null,null,NASDAQ
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service,NASDAQ
TEAR,TearLab Corporation,Health Care,Medical/Dental Instruments,NASDAQ
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services,NASDAQ
TGLS,Tecnoglass Inc.,Consumer Durables,Electronic Components,NASDAQ
TGEN,Tecogen Inc.,Capital Goods,Industrial Machinery/Components,NASDAQ
TNAV,"TeleNav, Inc.",Capital Goods,Industrial Machinery/Components,NASDAQ
TTEC,"TeleTech Holdings, Inc.",Technology,Professional Services,NASDAQ
TLGT,"Teligent, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch,NASDAQ
GLBL,"TerraForm Global, Inc.",Public Utilities,Electric Utilities: Central,NASDAQ
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central,NASDAQ
TRTL,Terrapin 3 Acquisition Corporation,Finance,Business Services,NASDAQ
TRTLU,Terrapin 3 Acquisition Corporation,Finance,Business Services,NASDAQ
TRTLW,Terrapin 3 Acquisition Corporation,Finance,Business Services,NASDAQ
TVIA,"TerraVia Holdings, Inc.",Basic Industries,Major Chemicals,NASDAQ
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions,NASDAQ
TSRO,"TESARO, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
TESO,Tesco Corporation,Energy,Metal Fabrications,NASDAQ
TSLA,"Tesla Motors, Inc.",Capital Goods,Auto Manufacturing,NASDAQ
TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components,NASDAQ
TSRA,"Tessera Technologies, Inc.",Technology,Semiconductors,NASDAQ
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical,NASDAQ
TLOG,TetraLogic Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals,NASDAQ
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks,NASDAQ
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks,NASDAQ
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks,NASDAQ
TCBIW,"Texas Capital Bancshares, Inc.",Finance,Major Banks,NASDAQ
TXN,Texas Instruments Incorporated,Technology,Semiconductors,NASDAQ
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants,NASDAQ
TFSL,TFS Financial Corporation,Finance,Savings Institutions,NASDAQ
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
ABCO,The Advisory Board Company,Consumer Services,Other Consumer Services,NASDAQ
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling,NASDAQ
TBBK,"The Bancorp, Inc.",Finance,Major Banks,NASDAQ
BONT,"The Bon-Ton Stores, Inc.",Consumer Services,Department/Specialty Retail Stores,NASDAQ
CG,The Carlyle Group L.P.,Finance,Investment Managers,NASDAQ
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants,NASDAQ
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors,NASDAQ
TCFC,The Community Financial Corporation,Finance,Major Banks,NASDAQ
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software,NASDAQ
DXYN,"The Dixie Group, Inc.",Consumer Durables,Home Furnishings,NASDAQ
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management,NASDAQ
XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components,NASDAQ
FINL,"The Finish Line, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
FBMS,"The First Bancshares, Inc.",Finance,Major Banks,NASDAQ
FLIC,The First of Long Island Corporation,Finance,Major Banks,NASDAQ
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket,NASDAQ
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants,NASDAQ
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services,NASDAQ
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods,NASDAQ
FITS,The Health and Fitness ETF,null,null,NASDAQ
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",null,null,NASDAQ
INTG,The Intergroup Corporation,Consumer Services,Building operators,NASDAQ
JYNT,The Joint Corp.,Miscellaneous,Multi-Sector Companies,NASDAQ
KEYW,The KEYW Holding Corporation,Technology,EDP Services,NASDAQ
KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods,NASDAQ
OLD,The Long-Term Care ETF,null,null,NASDAQ
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals,NASDAQ
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys,NASDAQ
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components,NASDAQ
NAVG,"The Navigators Group, Inc.",Finance,Property-Casualty Insurers,NASDAQ
SLIM,The Obesity ETF,null,null,NASDAQ
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants,NASDAQ
ORG,The Organics ETF,null,null,NASDAQ
PCLN,The Priceline Group Inc. ,Miscellaneous,Business Services,NASDAQ
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services,NASDAQ
BITE,The Restaurant ETF,null,null,NASDAQ
RMR,The RMR Group Inc.,Consumer Services,Professional Services,NASDAQ
SPNC,The Spectranetics Corporation,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software,NASDAQ
YORW,The York Water Company,Public Utilities,Water Supply,NASDAQ
NCTY,The9 Limited,Miscellaneous,Business Services,NASDAQ
TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines,NASDAQ
TCRD,"THL Credit, Inc.",null,null,NASDAQ
THLD,"Threshold Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
TICC,TICC Capital Corp.,null,null,NASDAQ
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings,NASDAQ
TIL,Till Capital Ltd.,Finance,Property-Casualty Insurers,NASDAQ
TSBK,"Timberland Bancorp, Inc.",Finance,Banks,NASDAQ
TIPT,Tiptree Financial Inc.,Finance,Specialty Insurers,NASDAQ
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores,NASDAQ
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TIVO,TiVo Inc.,Consumer Services,Television Services,NASDAQ
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
TMUSP,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment,NASDAQ
TBRA,"Tobira Therapeutics, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
TKAI,"Tokai Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals,NASDAQ
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals,NASDAQ
TISA,"Top Image Systems, Ltd.",Technology,Computer peripheral equipment,NASDAQ
TOPS,TOP Ships Inc.,Transportation,Marine Transportation,NASDAQ
TORM          ,TOR Minerals International Inc,Basic Industries,Major Chemicals,NASDAQ
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production,NASDAQ
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors,NASDAQ
TWER,Towerstream Corporation,Consumer Services,Telecommunications Equipment,NASDAQ
CLUB,"Town Sports International Holdings, Inc.",Consumer Services,Hotels/Resorts,NASDAQ
TOWN,Towne Bank,null,null,NASDAQ
TPIC,"TPI Composites, Inc.",Energy,Industrial Machinery/Components,NASDAQ
TCON,"TRACON Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials,NASDAQ
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains,NASDAQ
TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment,NASDAQ
TRNS,"Transcat, Inc.",Capital Goods,Electrical Products,NASDAQ
TBIO,"Transgenomic, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments,NASDAQ
TGA,Transglobe Energy Corp,Energy,Oil & Gas Production,NASDAQ
TTHI,"Transition Therapeutics, Inc.",Consumer Durables,Specialty Chemicals,NASDAQ
TA,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNI,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNL,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket,NASDAQ
TANNZ,TravelCenters of America LLC,Consumer Durables,Automotive Aftermarket,NASDAQ
TZOO,Travelzoo Inc.,Technology,EDP Services,NASDAQ
